"Date","Original","Log","DiffLog"
Sep 2023,101.01,4.61521952184109,-0.0855335340407288
Oct 2023,103.32,4.63783096822764,0.0226114463865468
Nov 2023,103.06,4.63531134290008,-0.00251962532756167
Dec 2023,100.61,4.61125165630396,-0.0240596865961189
Jan 2024,102.1,4.62595272517062,0.0147010688666604
Feb 2024,99.36,4.59874961818517,-0.0272031069854508
Mar 2024,99.79,4.60306797789622,0.00431835971105254
Apr 2024,99.78,4.60296776243289,-0.000100215463329612
May 2024,97.85,4.58343569384208,-0.0195320685908067
Jun 2024,91.65,4.51797697428571,-0.0654587195563705
Jul 2024,91.73,4.51884947952156,0.000872505235849808
Aug 2024,87.8,4.47506150064107,-0.0437879788804931
Sep 2024,90.67,4.50722654165796,0.0321650410168939
Oct 2024,82.75,4.41582401425717,-0.0914025274007928
Nov 2024,91.59,4.5173220954149,0.101498081157724
Dec 2024,96.64,4.5709927341865,0.0536706387716084
Jan 2025,89.94,4.49914278134256,-0.0718499528439436
Feb 2025,89.51,4.49435035088285,-0.00479243045971334
